article_id,symbol,company,date_publication,source,api_source,titre,contenu,score_sentiment,sentiment,confiance,poids,score_pondere,url,date_analyse,ajout_date
0bab5d7da599bce2,AMZN,Amazon,2026-04-13,Yahoo Entertainment,newsapi,Amazon (AMZN): Top High-Flying AI Stock to Buy,"Amazon (AMZN): Top High-Flying AI Stock to Buy. If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",0.0,neutral,0.931,1.08,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8b3c0403-9894-4ead-ae07-f87bf039d020,2026-04-16 10:26:54,2026-04-16
948baf9e98e7b4c5,AMZN,Amazon,2026-04-14,Norfolk Virginian-Pilot,gnews,Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk,"Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk. By Michelle F. Davis, Ryan Gould, Loren Grush, Matt Day and Bruce Einhorn, Bloomberg News
Amazon.com Inc.’s $11.6 billion deal to buy Globalstar Inc. ramps up competition with Elon Musk’s Starlink in satellite communications, a market...",0.89,positive,0.89,1.32,1.175,https://www.pilotonline.com/2026/04/14/amazon-buys-globalstar-battles-musk-starlink-satellite/,2026-04-16 10:26:54,2026-04-16
f7c05980ac0c891a,AMZN,Amazon,2026-04-13,24/7 Wall St.,newsapi,Amazon Price Prediction: Bull and Bear Case,"Amazon Price Prediction: Bull and Bear Case. <ul><li>Amazon (AMZN) reported Q4 2025 revenue of $213.39B (up 13.6% year-over-year) with AWS accelerating 24% in the quarter, its fastest growth in 13 quarters, while custom AI chips like Trainium g… [+5337 chars]",0.953,positive,0.953,1.3,1.235,https://247wallst.com/investing/2026/04/13/amazon-price-prediction-bull-and-bear-case/,2026-04-16 10:26:54,2026-04-16
0469fe9c952b2633,AMZN,Amazon,2026-04-14,Investor's Business Daily,gnews,"Dow Jones E-Commerce Giant Amazon, Alphabet Eye New Buy Points","Dow Jones E-Commerce Giant Amazon, Alphabet Eye New Buy Points. Information in Investor’s Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell securities. The information has been obtained fr...",0.0,neutral,0.951,1.32,0.0,https://www.investors.com/stock-lists/stocks-near-a-buy-zone/dow-jones-amazon-amzn-stock-buy-point-google/,2026-04-16 10:26:54,2026-04-16
518a0fafa4881a98,AMZN,Amazon,2026-04-14,San Diego Union-Tribune,gnews,Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk,"Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk. By Michelle F. Davis, Ryan Gould, Loren Grush, Matt Day and Bruce Einhorn, Bloomberg News
Amazon.com Inc.’s $11.6 billion deal to buy Globalstar Inc. ramps up competition with Elon Musk’s Starlink in satellite communications, a market...",0.89,positive,0.89,1.32,1.175,https://www.sandiegouniontribune.com/2026/04/14/amazon-buys-globalstar-battles-musk-starlink-satellite/,2026-04-16 10:26:54,2026-04-16
218353e44f202ea7,AMZN,Amazon,2026-04-13,Yahoo Entertainment,newsapi,"Stock market today: Dow, S&P 500, Nasdaq trim losses after Trump orders Hormuz blockade against Iran","Stock market today: Dow, S&P 500, Nasdaq trim losses after Trump orders Hormuz blockade against Iran. US stocks were mixed on Monday after President Trump ordered a US blockade of the Strait of Hormuz following the collapse of US-Iran negotiations.
The Dow Jones Industrial Average (^DJI) led the re...",-0.93,negative,0.93,1.3,-1.205,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-trim-losses-after-trump-orders-hormuz-blockade-against-iran-142624712.html,2026-04-16 10:26:54,2026-04-16
cacf1d1486960794,AMZN,Amazon,2026-04-15,Yahoo Entertainment,newsapi,Commentary: FedEx and UPS need to move up the e-commerce food chain,"Commentary: FedEx and UPS need to move up the e-commerce food chain. By Satish Jindel
The Big Three legacy parcel carriers FedEx, UPS and the U.S. Postal Service are under pressure like never before as their largest retail customers build out residential delivery net… [+5755 chars]",-0.858,negative,0.858,1.58,-1.359,https://finance.yahoo.com/news/commentary-fedex-ups-move-e-141751961.html,2026-04-16 20:09:22,2026-04-16
277f4ec2acc7ff30,AMZN,Amazon,2026-04-14,Santa Rosa Press Democrat,gnews,Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk,"Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk. By Michelle F. Davis, Ryan Gould, Loren Grush, Matt Day and Bruce Einhorn, Bloomberg News
Amazon.com Inc.’s $11.6 billion deal to buy Globalstar Inc. ramps up competition with Elon Musk’s Starlink in satellite communications, a market...",0.89,positive,0.89,1.32,1.175,https://www.pressdemocrat.com/2026/04/14/amazon-buys-globalstar-battles-musk-starlink-satellite/,2026-04-16 20:09:22,2026-04-16
683b11bf219425fa,AMZN,Amazon,2026-04-15,Barchart.com,newsapi,Amazon Stock Is Overbought Amid Globalstar Deal. Is a Pullback Coming?,"Amazon Stock Is Overbought Amid Globalstar Deal. Is a Pullback Coming?. Amazon (AMZN) shares rallied on April 14 after the tech titan announced a definitive $11.6 billion agreement to acquire Covington-headquartered satellite connectivity firm Globalstar (GSAT).
The bul… [+1901 chars]",0.874,positive,0.874,1.3,1.133,https://www.barchart.com/story/news/1316564/amazon-stock-is-overbought-amid-globalstar-deal-is-a-pullback-coming,2026-04-17 20:06:51,2026-04-17
dcbc0dfdf8133ff6,AMZN,Amazon,2026-04-16,24/7 Wall St.,newsapi,Why I Can’t Stop Buying Amazon Stock,"Why I Can’t Stop Buying Amazon Stock. Amazon (NASDAQ:AMZN) has delivered accelerating numbers, a widening moat, and a valuation that makes sense for what this company is becoming. I can't stop buying AMZN stock, here's why.
<ul><li>Amaz… [+4274 chars]",0.0,neutral,0.492,1.58,0.0,https://247wallst.com/investing/2026/04/16/why-i-cant-stop-buying-amazon-stock/,2026-04-17 20:06:51,2026-04-17
c24670dc6f1f7935,AMZN,Amazon,2026-04-15,Barchart.com,newsapi,AI's Cash Splash Continues: Meta Platforms and Broadcom Expand Custom Chip Partnership,"AI's Cash Splash Continues: Meta Platforms and Broadcom Expand Custom Chip Partnership. Hyperscalers plan to spend between $635 billion and $665 billion on AI infrastructure in 2026 alone, a 67% jump from 2025. That cash is fueling deals at a record pace. Around Nvidia's (NVDA) GTC 2026… [+5193 char...",0.94,positive,0.94,1.3,1.218,https://www.barchart.com/story/news/1326314/ai-s-cash-splash-continues-meta-platforms-and-broadcom-expand-custom-chip-partnership,2026-04-17 20:06:51,2026-04-17
86a7a6ef15a685f9,AMZN,Amazon,2026-04-14,Boulder Daily Camera,gnews,Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk,"Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk. By Michelle F. Davis, Ryan Gould, Loren Grush, Matt Day and Bruce Einhorn, Bloomberg News
Amazon.com Inc.’s $11.6 billion deal to buy Globalstar Inc. ramps up competition with Elon Musk’s Starlink in satellite communications, a market...",0.89,positive,0.89,1.08,0.961,https://www.dailycamera.com/2026/04/14/amazon-buys-globalstar-battles-musk-starlink-satellite/,2026-04-17 20:06:52,2026-04-17
684d2bd71e24243c,AMZN,Amazon,2026-04-15,Yahoo Entertainment,newsapi,"Snap just slashed 1,000 jobs due to AI. Here are other tech giants who did the same.","Snap just slashed 1,000 jobs due to AI. Here are other tech giants who did the same.. Snap Inc. (SNAP) is the latest tech player to jump on the AI efficiency bandwagon.
In a letter to staff filed with the Securities and Exchange Commission, the company announced it is cutting roughly… [+2962 chars]",-0.964,negative,0.964,1.3,-1.249,https://finance.yahoo.com/news/snap-just-slashed-1000-jobs-due-to-ai-here-are-other-tech-giants-who-did-the-same-185631295.html,2026-04-17 20:06:52,2026-04-17
64d3d82ef3a65e49,AMZN,Amazon,2026-04-14,Santa Ana Orange County Register,gnews,Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk,"Amazon’s $11.6 billion Globalstar deal amps up rivalry with Musk. By Michelle F. Davis, Ryan Gould, Loren Grush, Matt Day and Bruce Einhorn, Bloomberg News
Amazon.com Inc.’s $11.6 billion deal to buy Globalstar Inc. ramps up competition with Elon Musk’s Starlink in satellite communications, a market...",0.89,positive,0.89,1.08,0.961,https://www.ocregister.com/2026/04/14/amazon-buys-globalstar-battles-musk-starlink-satellite/,2026-04-17 20:06:52,2026-04-17
6ee7505ec83a2273,AMZN,Amazon,2026-04-19,Yahoo Entertainment,newsapi,Jim Cramer Shares Why Amazon.com (AMZN) is Better Than Microsoft,"Jim Cramer Shares Why Amazon.com (AMZN) is Better Than Microsoft. If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",0.0,neutral,0.923,1.32,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_03d7b68f-1cb3-4eab-a0e9-efeeafe5ec1b,2026-04-20 20:16:21,2026-04-20
1bb761330fdc2aae,AMZN,Amazon,2026-04-19,Yahoo Entertainment,newsapi,The AI trade is fueling the market to record highs despite Iran war,"The AI trade is fueling the market to record highs despite Iran war. The AI trade has fueled the market to all-time highs, even with continuing uncertainty in the Middle East.
Fears of supply shocks for everything from natural gas to helium didn't materialize enough … [+2462 chars]",0.919,positive,0.919,1.58,1.456,https://finance.yahoo.com/news/the-ai-trade-is-fueling-the-market-to-record-highs-despite-iran-war-130540185.html,2026-04-20 20:16:21,2026-04-20
71dd499751e82366,AMZN,Amazon,2026-04-17,Financial Post,newsapi,Purpose Investments Inc. Announces April 2026 Distributions,"Purpose Investments Inc. Announces April 2026 Distributions. TORONTO, April 17, 2026 (GLOBE NEWSWIRE) Purpose Investments Inc. (Purpose) is pleased to announce distributions for the month of April 2026 for its open-end exchange traded funds and closed-end fund… [+15557 chars]",0.726,positive,0.726,1.3,0.941,https://financialpost.com/globe-newswire/purpose-investments-inc-announces-april-2026-distributions,2026-04-20 20:16:21,2026-04-20
9296d01e9bbe4dad,AMZN,Amazon,2026-04-18,Yahoo Entertainment,newsapi,Morning Brief: The future of Netflix is now,"Morning Brief: The future of Netflix is now. Good morning! The stock market put in another surge on Friday to close out a week of record highs.
The big catalyst? Iran said the Strait of Hormuz is open for business as talks seemed to bear fruit… [+7779 chars]",0.732,positive,0.732,1.3,0.948,https://finance.yahoo.com/news/morning-brief-the-future-of-netflix-is-now-100051740.html,2026-04-20 20:16:21,2026-04-20
2ad4df566b140c89,AMZN,Amazon,2026-04-17,MarketWatch,newsapi,Nasdaq scores longest winning streak since 1992 as historic stock-market comeback continues,"Nasdaq scores longest winning streak since 1992 as historic stock-market comeback continues. The stock markets rebound continued to pick up speed Friday. - Getty Images/iStockphoto
A rally that has already catapulted stocks higher with a velocity rarely seen before continued to pick up spee… [+4092...",0.932,positive,0.932,1.3,1.208,https://www.marketwatch.com/story/nasdaq-heads-toward-its-longest-winning-streak-since-1992-as-historic-stock-market-comeback-continues-e84c2c59,2026-04-20 20:16:21,2026-04-20
1572a4aa675d2e86,AMZN,Amazon,2026-04-17,GlobeNewswire,newsapi,Purpose Investments Inc. Announces April 2026 Distributions,"Purpose Investments Inc. Announces April 2026 Distributions. TORONTO, April 17, 2026 (GLOBE NEWSWIRE) -- Purpose Investments Inc. (Purpose) is pleased to announce distributions for the month of April 2026 for its open-end exchange traded funds and closed-end f… [+13479 chars]",0.738,positive,0.738,1.3,0.956,https://www.globenewswire.com/news-release/2026/04/17/3276537/0/en/Purpose-Investments-Inc-Announces-April-2026-Distributions.html,2026-04-20 20:16:21,2026-04-20
05e083b26257d9f7,AMZN,Amazon,2026-04-19,Rlsbb.to,newsapi,Be My Guest With Ina Garten S07E02 1080p AMZN WEB-DL H264-RAWR,"Be My Guest With Ina Garten S07E02 1080p AMZN WEB-DL H264-RAWR. Season 7, Episode 02 “Jon Batiste”Ina welcomes Jon Batiste with Peanut Butter and Jelly Bars for a taste of nostalgia before their memorable conversation begins. Jon shares secret superpowers to stay… [+776 chars]",0.0,neutral,0.908,1.58,0.0,https://post.rlsbb.to/be-my-guest-with-ina-garten-s07e02-1080p-amzn-web-dl-h264-rawr/,2026-04-20 20:16:21,2026-04-20
c02ee4937b221760,AMZN,Amazon,2026-04-19,TheStreet,newsapi,Goldman Sachs’ blunt words for Amazon stock investors after big deal,"Goldman Sachs’ blunt words for Amazon stock investors after big deal. Amazon (AMZN) just completed a massive new deal, and Goldman Sachs thinks investors need to see the bigger picture.
For perspective, Amazon has entered into an agreement to acquire Globalstar, allow… [+5397 chars]",0.0,neutral,0.82,1.58,0.0,https://www.thestreet.com/investing/stocks/goldman-sachs-blunt-words-for-amazon-stock-investors-after-big-deal,2026-04-20 20:16:21,2026-04-20
3177d3180423c00c,AMZN,Amazon,2026-04-20,Yahoo Entertainment,newsapi,Motley Fool Asset Management’s Top AI Stock Pick: Amazon.com (AMZN),"Motley Fool Asset Management’s Top AI Stock Pick: Amazon.com (AMZN). If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",0.0,neutral,0.944,1.32,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3ef65cbb-131d-432b-acd9-970bdf3e1d8e,2026-04-21 20:15:53,2026-04-21
d4a59cd769a0ca84,AMZN,Amazon,2026-04-20,24/7 Wall St.,newsapi,Amazon Gets a Double Upgrade From BofA and KeyBanc Ahead of Earnings: Is $325 the New Floor?,"Amazon Gets a Double Upgrade From BofA and KeyBanc Ahead of Earnings: Is $325 the New Floor?. <ul><li>Amazon (AMZN) received price target increases from BofA to $298 and KeyBanc to $325 ahead of Q1 earnings, with both firms forecasting AWS growth accelerating to 28-30% from Q4s 24%, while the… [+532...",0.95,positive,0.95,1.58,1.504,https://247wallst.com/investing/2026/04/20/amazon-gets-a-double-upgrade-from-bofa-and-keybanc-ahead-of-earnings-is-325-the-new-floor/,2026-04-21 20:15:53,2026-04-21
659eccd8a290db91,AMZN,Amazon,2026-04-20,Yahoo Entertainment,newsapi,2 charts show why Magnificent 7 stocks are being loved again,"2 charts show why Magnificent 7 stocks are being loved again. With geopolitical tensions simmering down ever so slightly versus March's hysteria, investors are back on the hunt for attractively valued companies with strong earnings growth potential.
That missi… [+2383 chars]",-0.584,negative,0.584,1.58,-0.925,https://finance.yahoo.com/news/2-charts-show-why-magnificent-7-stocks-are-being-loved-again-151105348.html,2026-04-21 20:15:53,2026-04-21
1c45d592ef05aa23,AMZN,Amazon,2026-04-20,MarketWatch,newsapi,"The S&P 500 has blown past 7,000 in an epic comeback rally. Here’s why it can keep going.","The S&P 500 has blown past 7,000 in an epic comeback rally. Here’s why it can keep going.. The S&amp;P 500 has rallied back to all-time highs. - MarketWatch photo illustration/iStockphoto
The Iran war may or may not be nearing a conclusion. But as far as the stock market is concerned, its… [+6792 c...",0.0,neutral,0.714,1.58,0.0,https://www.marketwatch.com/story/the-s-p-500-blowed-past-7-000-in-an-epic-comeback-rally-heres-why-it-can-keep-going-higher-632d6a38,2026-04-21 20:15:53,2026-04-21
6bd6ab88ed980c0f,AMZN,Amazon,2026-04-21,Devdiscourse,gnews,AI Optimism and Earnings Propel U.S. Markets Amid Middle East Uncertainty,"AI Optimism and Earnings Propel U.S. Markets Amid Middle East Uncertainty. U.S. stock index futures saw an upswing on Tuesday, buoyed by renewed optimism in artificial intelligence development and solid corporate earnings reports, despite ongoing turbulence from Middle East conflicts. Major market p...",0.942,positive,0.942,1.32,1.243,https://www.devdiscourse.com/article/politics/3881730-ai-optimism-and-earnings-propel-us-markets-amid-middle-east-uncertainty,2026-04-22 20:20:37,2026-04-22
a15d6675846af5dd,AMZN,Amazon,2026-04-21,Devdiscourse,gnews,AI Optimism Lifts U.S. Markets Amid Middle East Uncertainty,"AI Optimism Lifts U.S. Markets Amid Middle East Uncertainty. Renewed enthusiasm for artificial intelligence helped lift U.S. stock index futures on Tuesday, as markets grappled with fluctuating sentiments fueled by Middle East headlines. With J.P. Morgan revising upward its year-end target for the S...",0.92,positive,0.92,1.32,1.214,https://www.devdiscourse.com/article/politics/3881589-ai-optimism-lifts-us-markets-amid-middle-east-uncertainty,2026-04-22 20:20:37,2026-04-22
aa4d5ecb0ed2ecf4,AMZN,Amazon,2026-04-20,Yahoo Entertainment,newsapi,"Stock market today: Dow, S&P 500, and Nasdaq climb amid Apple CEO change and Iran uncertainty","Stock market today: Dow, S&P 500, and Nasdaq climb amid Apple CEO change and Iran uncertainty. US stocks rallied on Tuesday as investors weighed Tim Cooks exit as Apple (AAPL) CEO and looked ahead to confirmation hearings for Fed Chair appointee Kevin Warsh.
The Dow Jones Industrial Average (… [+41...",-0.67,negative,0.67,1.58,-1.061,https://finance.yahoo.com/markets/stocks/live/stock-market-today-dow-sp-500-and-nasdaq-climb-amid-apple-ceo-change-warsh-hearings-iran-uncertainty-231748048.html,2026-04-22 20:20:37,2026-04-22
d832187c66529408,AMZN,Amazon,2026-04-20,Barchart.com,newsapi,Intel Hit Its Highest Price in 25 Years. Here's Why It Will Make a New All-Time High,"Intel Hit Its Highest Price in 25 Years. Here's Why It Will Make a New All-Time High. With artificial intelligence (AI) driving explosive demand for computing power, chipmakers are in the spotlight like never before. Investors have poured money into anything tied to data centers and a… [+4551 chars]",0.0,neutral,0.636,1.3,0.0,https://www.barchart.com/story/news/1400380/intel-hit-its-highest-price-in-25-years-here-s-why-it-will-make-a-new-all-time-high,2026-04-22 20:20:37,2026-04-22
9e31a262fc5e9d1e,AMZN,Amazon,2026-04-22,24/7 Wall St.,newsapi,MercadoLibre Just Did What No Company Ever Has: 28 Consecutive Quarters of 30%+ Revenue Growth,"MercadoLibre Just Did What No Company Ever Has: 28 Consecutive Quarters of 30%+ Revenue Growth. On The Investor's Podcast (formerly known as We Study Billionaires), investor Daniel Mahncke made a claim worth stopping on: MercadoLibre has achieved ""the longest ever streak of quarters with over 3… [+4...",0.799,positive,0.799,1.58,1.265,https://247wallst.com/personal-finance/2026/04/22/mercadolibre-just-did-what-no-company-ever-has-28-consecutive-quarters-of-30-revenue-growth/,2026-04-23 20:15:35,2026-04-23
191d17fe62acd411,AMZN,Amazon,2026-04-22,Investing.com,gnews,Amazon Stock Up 30%: Is It Still a Buy Before Earnings?,"Amazon Stock Up 30%: Is It Still a Buy Before Earnings?. Shares of tech giant are currently trading right around $250, having rallied close to 30% in just a few weeks and coming within touching distance of their all-time high. It marks one of the stock’s strongest runs over the past 12 months and is...",0.934,positive,0.934,1.32,1.233,https://www.investing.com/analysis/amazon-stock-up-30-is-it-still-a-buy-before-earnings-200678966,2026-04-23 20:15:36,2026-04-23
6544432c46b32038,AMZN,Amazon,2026-04-21,24/7 Wall St.,newsapi,"Magnificent Seven Back, Lead Market Higher","Magnificent Seven Back, Lead Market Higher. <ul><li>The Megatechs Still Drive The Market
</li><li>Perception Turns Positive
</li><li>Private Company Values Higher
</li><li>The analyst who called NVIDIA in 2010 just named his top 10 AI stock… [+2708 chars]",0.938,positive,0.938,1.3,1.215,https://247wallst.com/investing/2026/04/21/magnificent-seven-back-lead-market-higher/,2026-04-23 20:15:36,2026-04-23
28640b30af67782d,AMZN,Amazon,2026-04-22,MarketBeat,newsapi,AST SpaceMobile Drops 15% After Blue Origin Satellite Mishap,"AST SpaceMobile Drops 15% After Blue Origin Satellite Mishap. AST SpaceMobile satellite in low Earth orbit with large solar panels, Earths clouds and curvature below.
<ul><li>AST SpaceMobile shares fell 15% in pre-market trading on Monday after a Blue Origin r… [+5995 chars]",-0.975,negative,0.975,1.58,-1.544,https://www.marketbeat.com/originals/ast-spacemobile-drops-15-after-blue-origin-satellite-mishap/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,2026-04-23 20:15:36,2026-04-23
139f74c2fd0aa3e9,AMZN,Amazon,2026-04-22,Yahoo Entertainment,newsapi,Intel to report first quarter earnings as CPUs become key to AI growth,"Intel to report first quarter earnings as CPUs become key to AI growth. Intel (INTC) will report its first quarter earnings after the bell on Thursday as AI continues to drive increasing demand for the companys chips.
Intel missed out on the initial AI boom due to its l… [+2557 chars]",-0.813,negative,0.813,1.58,-1.288,https://finance.yahoo.com/sectors/technology/article/intel-to-report-first-quarter-earnings-as-cpus-become-key-to-ai-growth-191552358.html,2026-04-23 20:15:36,2026-04-23
516bdabd4e3688bc,AMZN,Amazon,2026-04-22,MarketBeat,newsapi,Uber’s AV Pivot: Growth Opportunity or Margin Risk?,"Uber’s AV Pivot: Growth Opportunity or Margin Risk?. An Uber-branded Tesla SUV parked on a city street with the Uber logo overlaid.
<ul><li>Uber is committing over $10 billion to autonomous vehicles, signaling a major shift away from its asset-light m… [+5531 chars]",0.811,positive,0.811,1.3,1.051,https://www.marketbeat.com/originals/ubers-av-pivot-growth-opportunity-or-margin-risk/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,2026-04-24 20:03:44,2026-04-24
5e9f7980cca74b46,AMZN,Amazon,2026-04-23,MarketBeat,newsapi,Huntington Bancshares Q1 Earnings Call Highlights,"Huntington Bancshares Q1 Earnings Call Highlights. Huntington Bancshares logo
<ul><li>MarketBeat Week in Review 03/09 - 03/13
</li></ul>Huntington Bancshares (NASDAQ:HBAN) executives highlighted what CEO Steve Steinour called an outstanding first q… [+8841 chars]",0.511,positive,0.511,1.58,0.809,https://www.marketbeat.com/instant-alerts/huntington-bancshares-q1-earnings-call-highlights-2026-04-23/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,2026-04-24 20:03:44,2026-04-24
