article_id,symbol,company,date_publication,source,api_source,titre,contenu,score_sentiment,sentiment,confiance,poids,score_pondere,url,date_analyse,ajout_date
b32283e7b0eb218d,GOOGL,Google,2026-04-15,24/7 Wall St.,newsapi,It’s Wednesday. Do You Own Enough Google?,"It’s Wednesday. Do You Own Enough Google?. <ul><li>Google (GOOGL) generated $400B in annual revenue for the first time in fiscal 2025 with net income of $132.17B, up 32% year over year, while expanding AI infrastructure through a long-term TP… [+4606 chars]",0.952,positive,0.952,1.58,1.508,https://247wallst.com/investing/2026/04/15/its-wednesday-do-you-own-enough-google/,2026-04-16 20:09:18,2026-04-16
78257e211f15a45b,GOOGL,Google,2026-04-15,Barchart.com,newsapi,"Up Nearly 40% in the Past Month, Is Intel Stock a Buy Here?","Up Nearly 40% in the Past Month, Is Intel Stock a Buy Here?. Intel Corporation (INTC) is a global semiconductor titan undergoing a historic transformation. The company is pivoting from being primarily a chip designer to becoming a world-class systems foundry. … [+4554 chars]",0.587,positive,0.587,1.3,0.761,https://www.barchart.com/story/news/1320722/up-nearly-40-in-the-past-month-is-intel-stock-a-buy-here,2026-04-17 20:06:47,2026-04-17
50e790cca8373a3c,GOOGL,Google,2026-04-16,Yahoo Entertainment,newsapi,Jim Cramer Shares Alphabet’s (GOOGL) AI Edge Over Others,"Jim Cramer Shares Alphabet’s (GOOGL) AI Edge Over Others. We recently published Jim Cramer Said Allbirds Management Are ""Jokers"" &amp; Discussed These 18 Stocks. Alphabet Inc. (NASDAQ:GOOGL) is one of the stocks discussed by Jim Cramer.
Software giant Alph… [+1756 chars]",0.0,neutral,0.946,1.58,0.0,https://finance.yahoo.com/markets/stocks/articles/jim-cramer-shares-alphabet-googl-164921523.html,2026-04-17 20:06:47,2026-04-17
d57f765ca07114fc,GOOGL,Google,2026-04-16,Yahoo Entertainment,newsapi,Is Alphabet (GOOGL) Still an Undervalued AI Stock to Buy Now?,"Is Alphabet (GOOGL) Still an Undervalued AI Stock to Buy Now?. We just covered the 10 Best Stocks to Buy According to AI Bull Brad Gerstner. Alphabet (NASDAQ:GOOGL) ranks #10 (see the 5 Best Stocks to Buy According to AI Bull Brad Gerstner).
Altimeter Capitals … [+2316 chars]",0.0,neutral,0.856,1.58,0.0,https://finance.yahoo.com/markets/stocks/articles/alphabet-googl-still-undervalued-ai-130002935.html,2026-04-17 20:06:47,2026-04-17
c24670dc6f1f7935,GOOGL,Google,2026-04-15,Barchart.com,newsapi,AI's Cash Splash Continues: Meta Platforms and Broadcom Expand Custom Chip Partnership,"AI's Cash Splash Continues: Meta Platforms and Broadcom Expand Custom Chip Partnership. Hyperscalers plan to spend between $635 billion and $665 billion on AI infrastructure in 2026 alone, a 67% jump from 2025. That cash is fueling deals at a record pace. Around Nvidia's (NVDA) GTC 2026… [+5193 char...",0.94,positive,0.94,1.3,1.218,https://www.barchart.com/story/news/1326314/ai-s-cash-splash-continues-meta-platforms-and-broadcom-expand-custom-chip-partnership,2026-04-17 20:06:47,2026-04-17
36f2e09e1de1f672,GOOGL,Google,2026-04-15,Barchart.com,newsapi,A Tectonic Shift in AI Is Underway and AMD Stock Is No Longer a ‘Discount’ Competitor to Nvidia. It’s a Bet on the Future.,"A Tectonic Shift in AI Is Underway and AMD Stock Is No Longer a ‘Discount’ Competitor to Nvidia. It’s a Bet on the Future.. It is no secret that we live in a period of elevated geopolitical risk. Continuing military conflicts, the rebuilding of global supply chains, and the constant threat of unpred...",0.0,neutral,0.564,1.3,0.0,https://www.barchart.com/story/news/1325858/a-tectonic-shift-in-ai-is-underway-and-amd-stock-is-no-longer-a-discount-competitor-to-nvidia-its-a-bet-on-the-future,2026-04-17 20:06:48,2026-04-17
3f2ccc0f4509e95b,GOOGL,Google,2026-04-18,The Economic Times,gnews,Social media outlets told to take down fake NSE accounts,"Social media outlets told to take down fake NSE accounts. Synopsis
The Bombay High Court has ordered social media platforms and domain registrars to remove fake accounts and websites impersonating the National Stock Exchange (NSE). The court granted interim relief to NSE, directing platforms like X ...",-0.88,negative,0.88,1.08,-0.95,https://economictimes.indiatimes.com/markets/stocks/news/social-media-outlets-told-to-take-down-fake-nse-accounts/articleshow/130345979.cms,2026-04-20 20:16:18,2026-04-20
1bb761330fdc2aae,GOOGL,Google,2026-04-19,Yahoo Entertainment,newsapi,The AI trade is fueling the market to record highs despite Iran war,"The AI trade is fueling the market to record highs despite Iran war. The AI trade has fueled the market to all-time highs, even with continuing uncertainty in the Middle East.
Fears of supply shocks for everything from natural gas to helium didn't materialize enough … [+2462 chars]",0.919,positive,0.919,1.58,1.456,https://finance.yahoo.com/news/the-ai-trade-is-fueling-the-market-to-record-highs-despite-iran-war-130540185.html,2026-04-20 20:16:18,2026-04-20
2ad4df566b140c89,GOOGL,Google,2026-04-17,MarketWatch,newsapi,Nasdaq scores longest winning streak since 1992 as historic stock-market comeback continues,"Nasdaq scores longest winning streak since 1992 as historic stock-market comeback continues. The stock markets rebound continued to pick up speed Friday. - Getty Images/iStockphoto
A rally that has already catapulted stocks higher with a velocity rarely seen before continued to pick up spee… [+4092...",0.932,positive,0.932,1.3,1.208,https://www.marketwatch.com/story/nasdaq-heads-toward-its-longest-winning-streak-since-1992-as-historic-stock-market-comeback-continues-e84c2c59,2026-04-20 20:16:18,2026-04-20
62f9b79994430758,GOOGL,Google,2026-04-17,Barchart.com,newsapi,"As GitLab Expands Its Google Cloud Deal, Should You Buy GTLB Stock?","As GitLab Expands Its Google Cloud Deal, Should You Buy GTLB Stock?. GitLab (GTLB), an all-remote pioneer, is the leading platform for intelligent software orchestration. Originally a source code management tool, GitLab has evolved into a comprehensive DevSecOps power… [+4546 chars]",0.0,neutral,0.731,1.3,0.0,https://www.barchart.com/story/news/1371718/as-gitlab-expands-its-google-cloud-deal-should-you-buy-gtlb-stock,2026-04-20 20:16:18,2026-04-20
71dd499751e82366,GOOGL,Google,2026-04-17,Financial Post,newsapi,Purpose Investments Inc. Announces April 2026 Distributions,"Purpose Investments Inc. Announces April 2026 Distributions. TORONTO, April 17, 2026 (GLOBE NEWSWIRE) Purpose Investments Inc. (Purpose) is pleased to announce distributions for the month of April 2026 for its open-end exchange traded funds and closed-end fund… [+15557 chars]",0.726,positive,0.726,1.3,0.941,https://financialpost.com/globe-newswire/purpose-investments-inc-announces-april-2026-distributions,2026-04-20 20:16:18,2026-04-20
1572a4aa675d2e86,GOOGL,Google,2026-04-17,GlobeNewswire,newsapi,Purpose Investments Inc. Announces April 2026 Distributions,"Purpose Investments Inc. Announces April 2026 Distributions. TORONTO, April 17, 2026 (GLOBE NEWSWIRE) -- Purpose Investments Inc. (Purpose) is pleased to announce distributions for the month of April 2026 for its open-end exchange traded funds and closed-end f… [+13479 chars]",0.738,positive,0.738,1.3,0.956,https://www.globenewswire.com/news-release/2026/04/17/3276537/0/en/Purpose-Investments-Inc-Announces-April-2026-Distributions.html,2026-04-20 20:16:18,2026-04-20
fa9f8ed23a1aa9ef,GOOGL,Google,2026-04-20,Motley Fool Australia,newsapi,3 ASX ETFs to build a portfolio around in 2026,"3 ASX ETFs to build a portfolio around in 2026. Building a portfolio in 2026 does not need to start with dozens of positions.
In many cases, a small number of well-chosen exchange traded funds (ETFs) can do most of the heavy lifting. The trick is… [+2399 chars]",0.0,neutral,0.921,1.58,0.0,https://www.fool.com.au/2026/04/20/3-asx-etfs-to-build-a-portfolio-around-in-2026/,2026-04-21 20:15:50,2026-04-21
b963d1ecc287f128,GOOGL,Google,2026-04-20,Yahoo Entertainment,newsapi,Is Alphabet (GOOGL) The Best AI Stock to Buy in 2026?,"Is Alphabet (GOOGL) The Best AI Stock to Buy in 2026?. If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",0.0,neutral,0.928,1.32,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e3339d91-f262-4bfd-a6ec-70a22277c6c7,2026-04-21 20:15:50,2026-04-21
413430237918bc67,GOOGL,Google,2026-04-20,Yahoo Entertainment,newsapi,Alphabet (GOOGL): The Best Debt Free Blue Chip Stock to Invest In,"Alphabet (GOOGL): The Best Debt Free Blue Chip Stock to Invest In. Alphabet Inc. (NASDAQ:GOOGL) is one of the
10 Best Debt Free Blue Chip Stocks to Invest In.
On April 15, 2026, TD Cowen raised its price target on Alphabet Inc. (NASDAQ:GOOGL) to $375 from $365 and… [+2266 chars]",0.925,positive,0.925,1.58,1.464,https://finance.yahoo.com/markets/stocks/articles/alphabet-googl-best-debt-free-131223172.html,2026-04-21 20:15:50,2026-04-21
4f2378886753adf1,GOOGL,Google,2026-04-21,Ibtimes.com.au,newsapi,Alphabet Stock Rises Modestly as Investors Await Q1 Earnings on AI Momentum,"Alphabet Stock Rises Modestly as Investors Await Q1 Earnings on AI Momentum. NEW YORK — Alphabet Inc. Class C shares edged higher in morning trading Tuesday, climbing 0.26% to $336.28 as Wall Street prepared for the tech giant's first-quarter 2026 earnings report scheduled fo… [+6750 chars]",0.941,positive,0.941,1.58,1.49,https://www.ibtimes.com.au/alphabet-stock-rises-modestly-investors-await-q1-earnings-ai-momentum-1867192,2026-04-22 20:20:33,2026-04-22
1bc8e7a7d61d0e7a,GOOGL,Google,2026-04-21,Yahoo Entertainment,newsapi,Alphabet Inc. (GOOGL): Best Tech Stock to Purchase According to Nancy Pelosi?,"Alphabet Inc. (GOOGL): Best Tech Stock to Purchase According to Nancy Pelosi?. We just covered the 10 Best Stocks to Buy According to Nancy Pelosi and Alphabet Inc. (NASDAQ:GOOGL) ranks 2nd on this list.
Per mandatory filings dated January 2026, Nancy Pelosi exercised 50 CALL … [+1868 chars]",0.0,neutral,0.894,1.58,0.0,https://finance.yahoo.com/markets/stocks/articles/alphabet-inc-googl-best-tech-144448794.html,2026-04-22 20:20:33,2026-04-22
d832187c66529408,GOOGL,Google,2026-04-20,Barchart.com,newsapi,Intel Hit Its Highest Price in 25 Years. Here's Why It Will Make a New All-Time High,"Intel Hit Its Highest Price in 25 Years. Here's Why It Will Make a New All-Time High. With artificial intelligence (AI) driving explosive demand for computing power, chipmakers are in the spotlight like never before. Investors have poured money into anything tied to data centers and a… [+4551 chars]",0.0,neutral,0.636,1.3,0.0,https://www.barchart.com/story/news/1400380/intel-hit-its-highest-price-in-25-years-here-s-why-it-will-make-a-new-all-time-high,2026-04-22 20:20:34,2026-04-22
250ec11c792e0b66,GOOGL,Google,2026-04-20,Barchart.com,newsapi,"Alphabet Q1 Earnings Preview: Is GOOGL Stock a Buy, Sell, or Hold?","Alphabet Q1 Earnings Preview: Is GOOGL Stock a Buy, Sell, or Hold?. Alphabet (GOOG) (GOOGL) will report its first-quarter results on April 29, amid solid operating momentum but rising cost pressures. The tech giants core businesses, including Search and YouTube, cont… [+4551 chars]",0.712,positive,0.712,1.3,0.922,https://www.barchart.com/story/news/1405778/alphabet-q1-earnings-preview-is-googl-stock-a-buy-sell-or-hold,2026-04-22 20:20:34,2026-04-22
8947462c770a3835,GOOGL,Google,2026-04-21,Investopedia,newsapi,Amazon Agrees To Invest Up to $25 Billion in Anthropic In Latest Big Tech AI Tie-Up,"Amazon Agrees To Invest Up to $25 Billion in Anthropic In Latest Big Tech AI Tie-Up. The new investments will add to the $8 billion Amazon has already put into Anthropic in the last several years.Credit: Harun Ozalp / Anadolu / Getty Images
<ul><li>Amazon and Anthropic have expanded… [+2346 chars]",0.939,positive,0.939,1.3,1.216,https://www.investopedia.com/amazon-agrees-to-invest-up-to-usd25-billion-in-anthropic-in-latest-big-tech-ai-tie-up-amzn-11954678,2026-04-23 20:15:32,2026-04-23
139f74c2fd0aa3e9,GOOGL,Google,2026-04-22,Yahoo Entertainment,newsapi,Intel to report first quarter earnings as CPUs become key to AI growth,"Intel to report first quarter earnings as CPUs become key to AI growth. Intel (INTC) will report its first quarter earnings after the bell on Thursday as AI continues to drive increasing demand for the companys chips.
Intel missed out on the initial AI boom due to its l… [+2557 chars]",-0.813,negative,0.813,1.58,-1.288,https://finance.yahoo.com/sectors/technology/article/intel-to-report-first-quarter-earnings-as-cpus-become-key-to-ai-growth-191552358.html,2026-04-23 20:15:32,2026-04-23
c7d364ff2ef327af,GOOGL,Google,2026-04-21,MarketBeat,newsapi,Broadcom & Meta Extend AI Pact Into 2029 as Shares Climb to $400,"Broadcom & Meta Extend AI Pact Into 2029 as Shares Climb to $400. Two AI processor circuit boards face each other, one displaying the Meta logo, one the Broadcom logo, in a lab setting.
<ul><li>Broadcom is back up from its lows, expanding several key AI partnershi… [+5415 chars]",0.945,positive,0.945,1.3,1.224,https://www.marketbeat.com/originals/broadcom-and-meta-extend-ai-pact-into-2029-as-shares-climb-to-400/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,2026-04-23 20:15:33,2026-04-23
5b17207ed910c062,GOOGL,Google,2026-04-22,Barchart.com,newsapi,Can Ternus Come Up with the New Story That Apple Stock Badly Needs,"Can Ternus Come Up with the New Story That Apple Stock Badly Needs. Apple (AAPL) has announced a leadership transition plan, and long-time CEO Tim Cook will become the executive chairman, handing over the baton to John Ternus, who is currently the senior vice preside… [+4826 chars]",0.0,neutral,0.905,1.3,0.0,https://www.barchart.com/story/news/1452065/can-ternus-come-up-with-the-new-story-that-apple-stock-badly-needs,2026-04-24 20:03:41,2026-04-24
4e7f4de390251231,GOOGL,Google,2026-04-22,Yahoo Entertainment,newsapi,Alphabet Inc. (GOOGL)’s Google Partners with Cadence to Advance Chip Development,"Alphabet Inc. (GOOGL)’s Google Partners with Cadence to Advance Chip Development. Alphabet Inc. (NASDAQ:GOOGL) is a leading S&amp;P 500 stock by index weight. On April 15, Google announced a partnership with Cadence Design Systems to advance automated chip design and verification … [+1751 chars]",0.673,positive,0.673,1.58,1.066,https://finance.yahoo.com/sectors/technology/articles/alphabet-inc-googl-google-partners-205249439.html,2026-04-24 20:03:41,2026-04-24
a50a895c7a129860,GOOGL,Google,2026-04-22,Barchart.com,newsapi,Stocks Settle Higher as Nasdaq Posts a Record High on Tech Strength,"Stocks Settle Higher as Nasdaq Posts a Record High on Tech Strength. The S&amp;P 500 Index ($SPX) (SPY) on Wednesday closed up +1.05%, the Dow Jones Industrial Average ($DOWI) (DIA) closed up +0.69%, and the Nasdaq 100 Index ($IUXX) (QQQ) closed up +1.73%.  June E-min… [+9020 chars]",0.924,positive,0.924,1.58,1.463,https://www.barchart.com/story/news/1459130/stocks-settle-higher-as-nasdaq-posts-a-record-high-on-tech-strength,2026-04-24 20:03:41,2026-04-24
d0150339d58636e0,GOOGL,Google,2026-04-24,Barchart.com,newsapi,Nasdaq Futures Rally on Upbeat Intel Earnings and Iran Talks Optimism,"Nasdaq Futures Rally on Upbeat Intel Earnings and Iran Talks Optimism. Economic data released on Thursday were mixed for equities. The number of Americans filing for initial jobless claims in the past week rose by +6K to 214K, compared with the 211K expected. At the sam… [+9843 chars]",0.882,positive,0.882,1.3,1.144,https://www.barchart.com/story/news/1495873/nasdaq-futures-rally-as-intel-soars-on-blockbuster-sales-forecast,2026-04-27 20:25:16,2026-04-27
af6d9e8e2a9c226f,GOOGL,Google,2026-04-25,Ibtimes.com.au,newsapi,Cloud Titans Battle 2026: Microsoft Azure vs AWS vs Google Cloud - Which Stock to Buy?,"Cloud Titans Battle 2026: Microsoft Azure vs AWS vs Google Cloud - Which Stock to Buy?. NEW YORK — As artificial intelligence reshapes the global economy, the battle among cloud computing giants Microsoft, Amazon and Alphabet's Google Cloud is intensifying, with investors scrambling to … [+6996 char...",0.0,neutral,0.53,1.3,0.0,https://www.ibtimes.com.au/cloud-titans-battle-2026-microsoft-azure-vs-aws-vs-google-cloud-which-stock-buy-1867488,2026-04-27 20:25:17,2026-04-27
c1baaffec604611c,GOOGL,Google,2026-04-24,Yahoo Entertainment,newsapi,"Nvidia stock clinches record close, pushing market cap over $5 trillion once again","Nvidia stock clinches record close, pushing market cap over $5 trillion once again. Nvidia (NVDA) retook the $5 trillion market cap crown on Friday, according to Yahoo Finance data, as a powerful rally in chip stocks encouraged by Intel (INTC) earnings and a nuclear power deal with … [+1399 chars]",0.935,positive,0.935,1.3,1.212,https://finance.yahoo.com/sectors/technology/article/nvidia-stock-clinches-record-close-pushing-market-cap-over-5-trillion-once-again-173529477.html,2026-04-27 20:25:17,2026-04-27
bda8f7e336081eb4,GOOGL,Google,2026-04-25,Yahoo Entertainment,newsapi,Marvell Shares Rise on Reports of Talks with Alphabet Inc’s (GOOGL) Google to Create Two AI Chips,"Marvell Shares Rise on Reports of Talks with Alphabet Inc’s (GOOGL) Google to Create Two AI Chips. Alphabet Inc. (NASDAQ:GOOGL) is one of the
8 Best AI Stocks to Buy According to Billionaire Ken Griffin.
On April 20, 2026, Reuters reported that Marvell Technologys stock went up about 5% after Th… ...",0.942,positive,0.942,1.3,1.221,https://finance.yahoo.com/markets/stocks/articles/marvell-shares-rise-reports-talks-055737487.html,2026-04-27 20:25:17,2026-04-27
ec6ccac288970f72,GOOGL,Google,2026-04-24,Investor's Business Daily,gnews,"Dow Jones Futures: Iran Talks Off; Apple, Amazon, Google Lead Earnings Wave","Dow Jones Futures: Iran Talks Off; Apple, Amazon, Google Lead Earnings Wave. Information in Investor’s Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell securities. The information has bee...",0.0,neutral,0.946,1.08,0.0,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-apple-amazon-google-earnings-ai-iran-talks/,2026-04-27 20:25:17,2026-04-27
ae3cf2d892e8cabb,GOOGL,Google,2026-04-24,Yahoo Entertainment,newsapi,Intel stock surges to record highs. These 4 events have powered the company's turnaround.,"Intel stock surges to record highs. These 4 events have powered the company's turnaround.. Intel (INTC) stock is on a monumental run.
On Friday, shares of the company climbed more than 25% following a blowout earnings report on Thursday. That, coupled with Intels gains over the last few m… [+4747 c...",0.937,positive,0.937,1.3,1.214,https://finance.yahoo.com/markets/stocks/article/intel-stock-surges-to-record-highs-these-4-events-have-powered-the-companys-turnaround-152804240.html,2026-04-27 20:25:17,2026-04-27
6d4164ad85c83ecd,GOOGL,Google,2026-04-24,Yahoo Entertainment,newsapi,"As Google Unveils the A5X AI Infrastructure, Should You Buy, Sell, or Hold GOOGL Stock?","As Google Unveils the A5X AI Infrastructure, Should You Buy, Sell, or Hold GOOGL Stock?. If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 cha...",0.0,neutral,0.948,1.3,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_093575c1-ea77-42bf-9d93-782ff82c00a5,2026-04-27 20:25:17,2026-04-27
e1c7639c6de6a4a3,GOOGL,Google,2026-04-26,Barchart.com,newsapi,"Mega-Cap Earnings, FOMC and Other Key Things to Watch this Week","Mega-Cap Earnings, FOMC and Other Key Things to Watch this Week. Markets enter a pivotal week as President Trump abruptly canceled U.S. diplomatic travel to Pakistan for Iran talks, calling off the trip by Special Envoy Steve Witkoff and son-in-law Jared Kushner j… [+8281 chars]",-0.88,negative,0.88,1.3,-1.141,https://www.barchart.com/story/news/1525397/mega-cap-earnings-fomc-and-other-key-things-to-watch-this-week,2026-04-28 20:23:07,2026-04-28
fc96f3b55a0e2b8b,GOOGL,Google,2026-04-27,Barchart,gnews,"AI Agents Will Likely Clip Palantir’s Wings, Creating a Critical Test Ahead for PLTR Stock","AI Agents Will Likely Clip Palantir’s Wings, Creating a Critical Test Ahead for PLTR Stock. The artificial intelligence (AI) market is maturing rapidly, which is perfectly normal. As I noted in a recent piece on the paradigm shift in AI stocks, we are likely exiting the phase of “blind faith” for go...",0.0,neutral,0.612,1.32,0.0,https://www.barchart.com/story/news/1536654/ai-agents-will-likely-clip-palantirs-wings-creating-a-critical-test-ahead-for-pltr-stock,2026-04-28 20:23:07,2026-04-28
744919326e4bafc7,GOOGL,Google,2026-04-27,Yahoo Entertainment,newsapi,Alphabet (GOOGL) Is One of Jim Cramer’s Top Quantum Computing Stocks,"Alphabet (GOOGL) Is One of Jim Cramer’s Top Quantum Computing Stocks. We have recently published
Jim Cramer Discussed AI Circular Deals, Top Quantum Plays &amp; These 22 Stocks. Alphabet Inc. (NASDAQ:GOOGL) is one of the stocks discussed by Jim Cramer.
Financial firm… [+1729 chars]",0.0,neutral,0.952,1.58,0.0,https://finance.yahoo.com/sectors/technology/articles/alphabet-googl-one-jim-cramer-142219680.html,2026-04-28 20:23:08,2026-04-28
4cf8a5cc1f5f4af3,GOOGL,Google,2026-04-27,The Times of India,newsapi,Anthropic enters trillion-dollar club in private trading ahead of potential IPO as AI demand spikes - here's what you need to know,"Anthropic enters trillion-dollar club in private trading ahead of potential IPO as AI demand spikes - here's what you need to know. Anthropic pre IPO share valuation surge: Anthropics (ANTHRO) implied pre-IPO valuation has crossed the $1 trillion mark in on-chain private-market trading, reflecting h...",0.651,positive,0.651,1.58,1.03,https://economictimes.indiatimes.com/news/international/us/anthropic-enters-trillion-dollar-club-in-private-trading-ahead-of-potential-ipo-as-ai-demand-spikes-heres-what-you-need-to-know/articleshow/130563667.cms,2026-04-28 20:23:08,2026-04-28
069abc5badf7e0b7,GOOGL,Google,2026-04-27,Yahoo Entertainment,newsapi,"Earnings live updates: Nucor stock gains as steel prices lift profits, Domino's stock tanks","Earnings live updates: Nucor stock gains as steel prices lift profits, Domino's stock tanks. Earnings season is in full swing as the busiest week of the quarter kicks off.
This week, five more Magnificent Seven Big Tech companies will report results after Tesla (TSLA) kicked things off for … [+5618...",0.886,positive,0.886,1.58,1.404,https://finance.yahoo.com/markets/live/earnings-live-updates-nucor-stock-gains-as-steel-prices-lift-profits-dominos-stock-tanks-111414680.html,2026-04-28 20:23:08,2026-04-28
