date,Open,High,Low,Close,Volume,symbol
2025-05-27,197.6983910952664,200.1309909415137,196.83102019804124,199.60260009765625,56288500,AAPL
2025-05-28,199.98144837254895,202.11495545301858,199.29353925378823,199.8119659423828,45339700,AAPL
2025-05-29,202.9623758748587,203.19167383577107,197.90775006205254,199.3433837890625,51396800,AAPL
2025-05-30,198.7651407343476,201.3472946799051,196.18300200128658,200.24066162109375,70819900,AAPL
2025-06-02,199.67238359256916,201.51677709467234,199.51286535414474,201.08807373046875,35423300,AAPL
2025-06-03,200.73914706631285,203.1518034040851,200.35033086337637,202.6533203125,46381600,AAPL
2025-06-04,202.2943894332265,205.6142882803356,201.4868493484558,202.2046661376953,43604000,AAPL
2025-06-05,202.8826044104843,204.12881205428334,199.54276184010462,200.0213165283203,55126100,AAPL
2025-06-06,202.3841235560851,205.07592905349443,201.4370087789868,203.30133056640625,46607700,AAPL
2025-06-09,203.76990423179717,205.3750202901374,199.41316716451473,200.8388214111328,72862600,AAPL
2025-06-10,199.99141796230995,203.73004106569937,199.96151019448254,202.0551300048828,54672600,AAPL
2025-06-11,202.88260699920767,203.8795731269679,197.80805305990708,198.1769256591797,60989900,AAPL
2025-06-12,198.47602627663701,199.07419684911244,196.7612432530472,198.5956573486328,43904600,AAPL
2025-06-13,199.12405177447246,199.76210952406473,195.1062792678608,195.85400390625,51447300,AAPL
2025-06-16,196.701426450214,198.08720880439395,195.96366601516638,197.81802368164062,43020700,AAPL
2025-06-17,196.6017124403596,197.78810453675544,194.61775963167673,195.04644775390625,38856200,AAPL
2025-06-18,195.34555431850023,196.97061404804722,194.47819861622497,195.98361206054688,45394700,AAPL
2025-06-20,197.63857663438114,201.08807102199273,196.2627584683704,200.39019775390625,96813500,AAPL
2025-06-23,201.01828233775666,201.686247808318,198.3563846401482,200.888671875,55814300,AAPL
2025-06-24,201.97536755465325,202.8227948624406,199.59261907789957,199.69232177734375,54064000,AAPL
2025-06-25,200.83881944772682,203.052085424857,200.01133575244882,200.948486328125,39525700,AAPL
2025-06-26,200.81888589983927,202.025221644493,198.85487656411598,200.39019775390625,50799100,AAPL
2025-06-27,201.27751091280393,202.6034778198992,199.39324535272064,200.469970703125,73188600,AAPL
2025-06-30,201.39712965217615,206.7608124915243,198.6554726965608,204.54754638671875,91912800,AAPL
2025-07-01,206.04299395149746,209.55231908550664,205.51460310500556,207.18951416015625,78788900,AAPL
2025-07-02,208.2761972389462,212.69274987948137,207.5085290616707,211.7954864501953,67941800,AAPL
2025-07-03,211.50635319299207,213.99876845669687,211.16738836812712,212.90211486816406,34955800,AAPL
2025-07-07,212.03474730839852,215.57398008038285,208.16652910348648,209.3130340576172,50229000,AAPL
2025-07-08,209.46260228799343,210.78855393169587,207.8175989494771,209.37286376953125,42848900,AAPL
2025-07-09,208.8943192909964,210.6888614301138,206.59132988433592,210.4994354248047,48749400,AAPL
2025-07-10,209.87134957233482,212.8323404073814,209.39281005517992,211.76559448242188,44443600,AAPL
2025-07-11,209.93115706069412,211.48642172848318,209.22330444266433,210.5193634033203,39765800,AAPL
2025-07-14,209.29309904361602,210.27013683517245,206.91035052542594,207.98707580566406,38840100,AAPL
2025-07-15,208.5852680860029,211.2471659954246,208.2861751856472,208.47560119628906,42296300,AAPL
2025-07-16,209.6619745482938,211.75559423754484,208.00700716596054,209.52239990234375,47490500,AAPL
2025-07-17,209.93116216460888,211.15742622671814,208.95412441878605,209.38282775878906,48068100,AAPL
2025-07-18,210.23024956462245,211.1474566075158,209.06380098140497,210.539306640625,48974600,AAPL
2025-07-21,211.45653611507612,215.12536441190215,210.98796078626995,211.8353729248047,51377400,AAPL
2025-07-22,212.49335516085276,214.29786137817433,211.58611235366487,213.74952697753906,46404100,AAPL
2025-07-23,214.3477325289176,214.49727137359017,211.76559372759175,213.50030517578125,46989300,AAPL
2025-07-24,213.25105536667797,215.03563331063384,212.8821827557749,213.11148071289062,46022600,AAPL
2025-07-25,214.04862920984866,214.58699944946258,212.7525701732737,213.2311248779297,40268800,AAPL
2025-07-28,213.38067592321022,214.1981955143971,212.41361748607306,213.40061950683594,37858000,AAPL
2025-07-29,213.53020352524888,214.1582970701604,210.18041185237743,210.62904357910156,51411700,AAPL
2025-07-30,211.25711581327238,211.74563469104578,207.0898047125579,208.415771484375,45512500,AAPL
2025-07-31,207.85748415888986,209.20337937318874,206.5315173151756,206.94027709960938,80698400,AAPL
2025-08-01,210.23023901853355,212.93202387361222,200.88867142379772,201.76600646972656,104434500,AAPL
2025-08-04,203.8895472057539,207.24933356384108,201.06813110178,202.7330780029297,75109300,AAPL
2025-08-05,202.78290655256814,204.71702329589334,201.54667827641916,202.3043670654297,44155100,AAPL
2025-08-06,205.00615029681612,214.72657006985978,204.96626313259566,212.60302734375,108483100,AAPL
2025-08-07,218.2159523061407,220.1799768073744,215.92292715514498,219.36245727539062,90224800,AAPL
2025-08-08,220.16001960779298,230.29916273925562,218.58481138779996,228.6541748046875,113854000,AAPL
2025-08-11,227.48640043221798,229.12327986736793,224.3324083989562,226.747802734375,61806100,AAPL
2025-08-12,227.57622481823222,230.36092560837628,226.63802588155738,229.21310424804688,55626200,AAPL
2025-08-13,230.6304284784954,234.55294488479396,229.99163136972763,232.88612365722656,69878500,AAPL
2025-08-14,233.6147219132583,234.67270293292236,230.41083714463488,232.337158203125,51916300,AAPL
2025-08-15,233.5548328767578,233.834298979768,228.9036945156081,231.1494140625,56038700,AAPL
2025-08-18,231.25921652669462,232.67651332576617,229.672244959047,230.4507598876953,37476200,AAPL
2025-08-19,230.84001516813981,232.42698672077375,228.9136940815642,230.1213836669922,39402600,AAPL
2025-08-20,229.54248102593337,230.0315543310328,225.3404986724704,225.5800323486328,42263900,AAPL
2025-08-21,225.83955683035407,226.08908123987146,223.35428822884654,224.47215270996094,30621200,AAPL
2025-08-22,225.73973438952316,228.65417758009713,224.98118568943215,227.3267059326172,42477800,AAPL
2025-08-25,226.04912998143794,228.86377239669042,225.79960559269966,226.72784423828125,30983100,AAPL
2025-08-26,226.43840339540802,229.0534295301293,224.26255788237486,228.87376403808594,54575100,AAPL
2025-08-27,228.17510050695543,230.46073738560713,227.82576024347395,230.05152893066406,31259500,AAPL
2025-08-28,230.3809040856524,232.9659733126178,228.90370861616245,232.11758422851562,38074700,AAPL
2025-08-29,232.0676707602769,232.9360260407387,230.92984008944924,231.69837951660156,39418400,AAPL
2025-09-02,228.81388239599917,230.4108447009183,226.53822101083426,229.28298950195312,44075600,AAPL
2025-09-03,236.75874463665696,238.395624134605,233.9141603097862,238.01634216308594,66427800,AAPL
2025-09-04,237.99636566705198,239.44360411673358,236.28962732845326,239.32383728027344,47549400,AAPL
2025-09-05,239.54341659874092,240.86091270031892,238.03629475202086,239.2340087890625,54870400,AAPL
2025-09-08,238.84475646782593,239.69313028194867,235.89038089866295,237.42745971679688,48999500,AAPL
2025-09-09,236.54912730927947,238.3257397896772,232.9160527142261,233.9041748046875,66313900,AAPL
2025-09-10,231.7482872752143,231.97784546194652,225.52015268533836,226.35855102539062,83440800,AAPL
2025-09-11,226.44839058875493,230.01159113632517,226.21881717306923,229.59239196777344,50208600,AAPL
2025-09-12,228.78393068206054,234.06386022938602,228.58431421011397,233.6247100830078,55824200,AAPL
2025-09-15,236.54912714503797,237.7368657054393,234.58287368836292,236.24969482421875,42699500,AAPL
2025-09-16,236.72878926810645,240.76111223381088,235.87043992435724,237.6969451904297,63421100,AAPL
2025-09-17,238.5153883976145,239.6432435766681,237.27774187166392,238.5353546142578,46508000,AAPL
2025-09-18,239.5134800259323,240.74113579799257,236.199788714976,237.42745971679688,44249600,AAPL
2025-09-19,240.77107799962133,245.83144010441063,239.7530294205925,245.032958984375,163741300,AAPL
2025-09-22,247.82763635806887,256.15178189089505,247.64797087114997,255.5928192138672,105517400,AAPL
2025-09-23,255.39322235208516,256.8504363399061,253.0975947938589,253.9459686279297,60275200,AAPL
2025-09-24,254.73446948849343,255.2534845023776,250.56241362070242,251.8300018310547,42303700,AAPL
2025-09-25,252.72829161839874,256.6807646844572,251.2311452680336,256.3813171386719,55202100,AAPL
2025-09-26,253.61660096533106,257.10994249251326,253.2972024297037,254.97401428222656,46076300,AAPL
2025-09-29,254.0757261912774,254.5148915782133,252.52867184357527,253.9459686279297,40127700,AAPL
2025-09-30,254.37515755125318,255.4331385813304,252.6284867333586,254.14559936523438,37704300,AAPL
2025-10-01,254.55481135314994,258.29769267334166,254.44502000530687,254.9640350341797,48713900,AAPL
2025-10-02,256.09186667190835,257.68882891050583,253.66649683440303,256.6408386230469,42630200,AAPL
2025-10-03,254.18552630266564,258.7468246365968,253.46689477740222,257.5291442871094,49155600,AAPL
2025-10-06,257.49917477533796,258.57713717661323,254.56478079871025,256.20166015625,44664100,AAPL
2025-10-07,256.32145476920215,256.9103287268919,254.94407514023973,255.99209594726562,31955800,AAPL
2025-10-08,256.03201279963565,258.0282082133661,255.62278908467795,257.569091796875,36496900,AAPL
2025-10-09,257.3195337882977,257.50917476461467,252.65841993311406,253.55670166015625,38322000,AAPL
2025-10-10,254.45500785015722,255.8922708493858,243.53581752909898,244.80340576171875,61999100,AAPL
2025-10-13,248.90558714178317,249.2149949644775,245.09284695690994,247.18885803222656,38142900,AAPL
2025-10-14,246.13087266264282,248.37659224814226,244.23447809703134,247.29864501953125,35478000,AAPL
2025-10-15,249.01538540478128,251.3409547309234,246.99922390992754,248.86566162109375,33893600,AAPL
2025-10-16,247.77774448085987,248.56623493239263,244.66368465033412,246.97926330566406,39777000,AAPL
2025-10-17,247.5481624372989,252.89796599708643,246.79958926324147,251.81002807617188,49147000,AAPL
2025-10-20,255.4032084113237,263.87706298772724,255.14370850365398,261.7411193847656,90483000,AAPL
2025-10-21,261.3817895915523,264.7853058703715,261.3318664386604,262.27008056640625,46695900,AAPL
2025-10-22,262.15033525743416,262.349966966352,254.94406918261987,257.9583435058594,45015300,AAPL
2025-10-23,259.4454820834593,260.12418111371363,257.51916110368444,259.0861511230469,32754900,AAPL
2025-10-24,260.69313376057823,263.62754335723145,258.68694768993146,262.3200378417969,38253700,AAPL
2025-10-27,264.37609822840903,268.60802232244004,264.1465248140549,268.2986145019531,44888200,AAPL
2025-10-28,268.4782600095115,269.3765722048576,267.63986169210665,268.4882507324219,41534800,AAPL
2025-10-29,268.76770579477784,270.8936584399069,266.6018207191691,269.1869201660156,51086700,AAPL
2025-10-30,271.4725408872279,273.6184749716116,267.969239224885,270.8836669921875,69886500,AAPL
2025-10-31,276.4630533049319,276.79244258078194,268.647962249571,269.85565185546875,86167100,AAPL
2025-11-03,269.90556627002525,270.33474092754267,265.74348587775046,268.53814697265625,50194600,AAPL
2025-11-04,267.8195068636227,270.9734988318123,267.11086611942017,269.5262756347656,49274800,AAPL
2025-11-05,268.0989800730272,271.18312844251227,266.4221834255846,269.6260986328125,43683100,AAPL
2025-11-06,267.38037702601645,272.8798740142925,267.38037702601645,269.25677490234375,51204000,AAPL
2025-11-07,269.28671541495146,271.7719991063764,266.26248096015127,267.9592590332031,48227400,AAPL
2025-11-10,268.7085692371889,273.4741297822401,267.20997142836535,269.1781311035156,41312400,AAPL
2025-11-11,269.55775905965567,275.65206242273547,269.5477586519058,274.99267578125,46208300,AAPL
2025-11-12,274.74292397164845,275.4722525277038,271.4460210796085,273.21435546875,48398000,AAPL
2025-11-13,273.85374352181776,276.4413491841305,271.83564282199285,272.6948547363281,49602800,AAPL
2025-11-14,270.7965900477885,275.70200347225597,269.3479639093673,272.15533447265625,47431300,AAPL
2025-11-17,268.5687054184609,270.2371271729127,265.48159771217263,267.2099609375,45018300,AAPL
2025-11-18,269.7376065335732,270.4569347049811,265.0719890725528,267.19000244140625,45677300,AAPL
2025-11-19,265.2817633125939,271.9555110777923,265.2517925781922,268.3089294433594,40424500,AAPL
2025-11-20,270.5768036466949,275.17250947675234,265.67142054546326,266.0010986328125,45823600,AAPL
2025-11-21,265.70137680880595,273.0744516711978,265.4216397990326,271.2361755371094,59030800,AAPL
2025-11-24,270.64675212306133,276.7410558404627,270.64675212306133,275.6620788574219,65585800,AAPL
2025-11-25,275.012667049666,280.1179060838009,274.9926967216935,276.7110900878906,46914200,AAPL
2025-11-26,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,AAPL
2025-11-28,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,AAPL
2025-12-01,277.75011957449965,283.1550658399818,275.88187257202503,282.8353576660156,46587700,AAPL
2025-12-02,282.7354345985028,287.1313151163589,282.36578537497866,285.9224548339844,53669500,AAPL
2025-12-03,285.9324708384744,288.35019153510143,283.0351573834178,283.8843688964844,43538700,AAPL
2025-12-04,283.83440686502166,284.46382276925783,278.32954829392816,280.4375915527344,43989100,AAPL
2025-12-05,280.27774306596746,280.8771882481053,277.79005013345267,278.5193786621094,47265800,AAPL
2025-12-08,277.86998437615557,279.4085531850005,275.8918244790692,277.6302185058594,38211800,AAPL
2025-12-09,277.8999627322321,279.7682096639769,276.6611317163261,276.9208679199219,32193300,AAPL
2025-12-10,277.490342786908,279.48847306800184,276.1815698919154,278.5193786621094,33038300,AAPL
2025-12-11,278.83908758708685,279.3286197507982,273.5540244422053,277.77008056640625,33248000,AAPL
2025-12-12,277.64021728323,278.9589906850317,276.5612402656973,278.0198669433594,39532900,AAPL
2025-12-15,279.8880911943856,279.8880911943856,272.5849275039148,273.8537292480469,50409100,AAPL
2025-12-16,272.5649667835892,275.2424541197232,271.53593087885605,274.353271484375,37648600,AAPL
2025-12-17,274.75292651919426,275.90184538512057,271.38608172110213,271.58587646484375,50138700,AAPL
2025-12-18,273.35420232069225,273.374203136776,266.7004552212896,271.935546875,51630700,AAPL
2025-12-19,271.8955859651445,274.34330788170604,269.64768928264715,273.4141845703125,144632000,AAPL
2025-12-22,272.6048920133635,273.62395794129594,270.25711338978425,270.7166748046875,36571800,AAPL
2025-12-23,270.5868091030317,272.2452609569047,269.30800689497966,272.1053771972656,29642000,AAPL
2025-12-24,272.085389177814,275.17249671786806,271.9455359163183,273.55401611328125,17910600,AAPL
2025-12-26,273.9037084592662,275.1125687682936,272.6049054553,273.1444091796875,21521800,AAPL
2025-12-29,272.4350823114352,274.10350406329195,272.0954038139857,273.50408935546875,23715200,AAPL
2025-12-30,272.5549704076282,273.82377221524894,272.02546707967076,272.82470703125,22139600,AAPL
2025-12-31,272.80472532736104,273.42414083736213,271.49595243002375,271.6058349609375,27293600,AAPL
2026-01-02,272.0054842546519,277.58025431004916,268.7485221479618,270.75665283203125,37838100,AAPL
2026-01-05,270.38700744645297,271.25618925068443,265.89121426121545,267.0101623535156,45647200,AAPL
2026-01-06,266.7503924619391,267.2998660934885,261.8749496989937,262.1147155761719,52352100,AAPL
2026-01-07,262.95395138764474,263.4334831315393,259.56710600115036,260.08660888671875,48309800,AAPL
2026-01-08,256.7797203952787,259.0476178563403,255.46096229095477,258.7978515625,50419300,AAPL
2026-01-09,258.8377955175017,259.9667440583015,255.98048371428257,259.1275329589844,39997000,AAPL
2026-01-12,258.9177364764393,261.05572011368304,256.5599267903311,260.0067138671875,45263800,AAPL
2026-01-13,258.4781303943212,261.56523797230057,258.148452318208,260.8059387207031,45730800,AAPL
2026-01-14,259.247418118488,261.57525710051715,256.4700180914029,259.71697998046875,40019400,AAPL
2026-01-15,260.40631875644857,260.7959687899761,256.8096782083212,257.9685974121094,39388600,AAPL
2026-01-16,257.6589020182799,258.6579671912775,254.69167723491495,255.29112243652344,72142800,AAPL
2026-01-20,252.49373739571587,254.55180921698133,243.19244305608962,246.46937561035156,80267500,AAPL
2026-01-21,248.46750904444812,251.3248360900433,244.9507953165175,247.41848754882812,54641700,AAPL
2026-01-22,248.96703988447874,250.76536025794266,247.9180183962477,248.1178436279297,39708300,AAPL
2026-01-23,247.08880782235642,249.17685039145397,244.45126111041233,247.80812072753906,41689000,AAPL
2026-01-26,251.24490015634893,256.32015295784896,249.5664780183616,255.17123413085938,55969200,AAPL
2026-01-27,258.92771692213245,261.70511669708895,257.96859246831417,258.0285339355469,49648300,AAPL
2026-01-28,257.409147241713,258.61800761819165,254.27208306792676,256.2002868652344,41288000,AAPL
2026-01-29,257.75880668092503,259.4072580677027,254.17216647920577,258.0385437011719,67253000,AAPL
2026-01-30,254.93144331105526,261.6551472598355,251.94423313215475,259.2374267578125,92443400,AAPL
2026-02-02,259.7869174093499,270.2371306501278,258.9676766447768,269.7575988769531,73913400,AAPL
2026-02-03,268.9483513556569,271.6258386480508,267.3598109321867,269.22808837890625,64394700,AAPL
2026-02-04,272.03545112075,278.68922850453845,272.03545112075,276.23150634765625,90545700,AAPL
2026-02-05,277.86999494352693,279.2387093202658,272.97458180817284,275.6520690917969,52977400,AAPL
2026-02-06,276.8609202349588,280.6473855638201,276.67109542368036,277.8599853515625,50453400,AAPL
2026-02-09,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400,AAPL
2026-02-10,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34376900,AAPL
2026-02-11,274.70001220703125,280.17999267578125,274.45001220703125,275.5,51931300,AAPL
2026-02-12,275.5899963378906,275.7200012207031,260.17999267578125,261.7300109863281,81077200,AAPL
2026-02-13,262.010009765625,262.2300109863281,258.2200012207031,258.3800048828125,27879869,AAPL
2025-02-13,404.01963601763975,407.99034497113007,403.38430804391083,407.5337219238281,23891700,MSFT
2025-02-14,404.80385028408716,405.91564391864586,402.9078331667541,405.43914794921875,22758500,MSFT
2025-02-18,405.01228421128855,407.59325090478893,403.52326846051176,406.6402893066406,21423100,MSFT
2025-02-19,404.89319663470326,412.44745587382107,404.66486996411237,411.73272705078125,24114200,MSFT
2025-02-20,413.0755545581438,417.07410775463984,410.3402184035009,413.91107177734375,23508700,MSFT
2025-02-21,415.11458446579724,415.8207899827264,405.71499358869687,406.03326416015625,27524800,MSFT
2025-02-24,406.3316636333371,407.1870631835248,397.1906661264377,401.845703125,26443700,MSFT
2025-02-25,398.9612079589026,399.77684273234365,394.58467628789543,395.77825927734375,29387400,MSFT
2025-02-26,395.8876811696496,401.4478696916858,392.1477210913464,397.5985107421875,19619000,MSFT
2025-02-27,399.13027515598884,403.5764407452776,390.0788238664077,390.4368896484375,21127400,MSFT
2025-02-28,390.5662102627109,395.50970978817173,384.50868780557136,394.87310791015625,32845700,MSFT
2025-03-03,396.69339168929787,396.69339168929787,384.10089457458224,386.41845703125,23007700,MSFT
2025-03-04,381.3555708063787,390.48661254503907,378.9683745181786,386.53778076171875,29342900,MSFT
2025-03-05,387.2639110911412,399.52818059067016,386.73673843465946,398.8816223144531,23433100,MSFT
2025-03-06,392.1775528184261,400.00558222724027,390.5860785359009,394.7736511230469,23304600,MSFT
2025-03-07,390.2280267594304,392.6947831487431,383.4841811851977,391.2127380371094,22034100,MSFT
2025-03-10,383.7825787420743,384.3395902213564,375.20854809150063,378.13287353515625,32840100,MSFT
2025-03-11,376.9790454259089,383.9417190881288,374.900193646485,378.42132568359375,30380200,MSFT
2025-03-12,380.9079867475423,383.1658713736677,376.92931616803475,381.22625732421875,24253600,MSFT
2025-03-13,381.11688044146297,383.2653663209318,375.4373363609022,376.7502746582031,20473000,MSFT
2025-03-14,377.7548866940246,388.1491759928466,377.48633735073093,386.4880676269531,19952800,MSFT
2025-03-17,384.6379840789578,390.61591588488574,383.5140048019888,386.6273193359375,22474300,MSFT
2025-03-18,385.0060336134189,385.3044217812384,379.06786623501773,381.4749450683594,19486900,MSFT
2025-03-19,383.47421674907764,387.6020814133235,381.9523764633006,385.75201416015625,19185500,MSFT
2025-03-20,383.68311164841384,389.70086948967395,381.2362375881449,384.7772521972656,18470500,MSFT
2025-03-21,381.1765391094654,389.65109658333733,380.7587653391681,389.1736755371094,39675900,MSFT
2025-03-24,393.2916146921325,393.2916146921325,387.7314257194749,390.9839782714844,21004500,MSFT
2025-03-25,391.8194783223531,394.2464393645113,390.5463049956332,393.0528564453125,15775000,MSFT
2025-03-26,392.89371036762657,393.2020549018058,386.4980048485776,387.8905334472656,16108400,MSFT
2025-03-27,388.0497321808232,390.1484665522675,385.3342783094565,388.497314453125,13766800,MSFT
2025-03-28,386.01063609307533,387.0550554138024,374.9200970667492,376.7801208496094,21632000,MSFT
2025-03-31,370.5534967757106,375.0593400396717,365.28173999012597,373.3883056640625,35184700,MSFT
2025-04-01,372.65223585591366,380.80852287787553,371.2398247656492,380.15203857421875,19689500,MSFT
2025-04-02,375.95454781806535,383.0266205201498,374.6117403662579,380.1023254394531,16092600,MSFT
2025-04-03,372.7915176951189,375.4671762502354,367.3805229509676,371.1204528808594,30198000,MSFT
2025-04-04,362.1883363320907,372.5925514540549,357.5631378295283,357.92120361328125,49209900,MSFT
2025-04-07,349.00902084094025,369.021730877009,342.9514979578054,355.9517822265625,50425000,MSFT
2025-04-08,366.2963637047226,371.65760721529676,348.38238740402795,352.6694030761719,35868900,MSFT
2025-04-09,351.6547953803853,391.1331552543464,351.21713920354574,388.4077453613281,50199700,MSFT
2025-04-10,380.02273387837465,381.85291877896515,365.838762955237,379.3165283203125,38024400,MSFT
